,id,title,bullets,tags,price,area,rooms,page,state
0,selObject_43996468,"Kleine Dachgeschosswohnung mit überdachter Loggia, im...","[['Dachgeschosswohnung', '•', 'St.', 'Ingbert', 'Hassel']]",[],Miete zzgl. NK 395 €,Wohnfläche ca. 60 m²,Zi. 2,15,10
1,selObject_43991600,Wohnen auf dem Hobels,"[['Wohnung', '•', 'St.', 'Ingbert', 'Hassel']]",[],Miete zzgl. NK 750 €,Wohnfläche ca. 88 m²,Zi. 2,15,10
2,selObject_43965901,Gemütliche 2 ZKB-Wohnung in SLS-City,"[['Dachgeschosswohnung', '•', 'Saarlouis', 'Saarlouis']]",['EBK'],Miete zzgl. NK 450 €,Wohnfläche ca. 70 m²,Zi. 2,15,10
3,selObject_43932921,Gewerbeeinheit in Alt-Saarbrücken!,"[['Wohnung', '•', 'Saarbrücken', 'Alt-Saarbrücken']]",[],Miete zzgl. NK 380 €,,Zi. 2,15,10
4,selObject_43932125,Schöne 2 Zimmer Wohnung in ruhiger/zentraler Lage von...,"[['Wohnung', '•', 'Saarbrücken', 'Alt-Saarbrücken']]",['Garten'],Miete zzgl. NK 540 €,Wohnfläche ca. 62 m²,Zi. 2,15,10
5,selObject_43888205,"Helle und geräumige 2 Zimmer, Küche, Bad Wohnung in...","[['Etagenwohnung', '•', 'Saarbrücken', 'Malstatt']]",[],Miete zzgl. NK 530 €,Wohnfläche ca. 60 m²,Zi. 2,15,10
6,selObject_43877093,"3,5 -ZKB Dachgeschosswohnung im Zentrum von Heusweiler","[['Dachgeschosswohnung', '•', 'Heusweiler', 'Heusweiler']]","['Garten', 'EBK']",Miete zzgl. NK 530 €,Wohnfläche ca. 70 m²,Zi. 3,15,10
7,selObject_43860255,Renovierte helle 3 Zimmer-Wohnung in ruhiger Wohnlage,"[['Wohnung', '•', 'Saarbrücken', 'St', 'Arnual']]",['Balkon'],Miete zzgl. NK 910 €,Wohnfläche ca. 118 m²,Zi. 3,15,10
8,selObject_43850958,Hochwertig - Erstbezug am Staden,"[['Wohnung', '•', 'Saarbrücken', 'St', 'Johann']]",['EBK'],Miete zzgl. NK 950 €,Wohnfläche ca. 108 m²,Zi. 3,15,10
9,selObject_43791564,Wohnen in einer ruhigen Seitenstraße,"[['Wohnung', '•', 'Spiesen-Elversberg', 'Elversberg']]",[],Miete zzgl. NK 500 €,Wohnfläche ca. 98 m²,Zi. 4,15,10
10,selObject_43734283,gemütliche 2 ZKB DG-Wohnung im Zentrum von Illingen /...,"[['Dachgeschosswohnung', '•', 'Illingen', 'Illingen']]",[],Miete zzgl. NK 330 €,Wohnfläche ca. 66 m²,Zi. 2,15,10
11,selObject_43698797,Schönes Studio im Nauwieserviertel - direkt vom Eigent...,"[['Erdgeschosswohnung', '•', 'Saarbrücken', 'St', 'Johann']]","['Garten', 'EBK']",Miete zzgl. NK 330 €,Wohnfläche ca. 22 m²,Zi. 1,15,10
12,selObject_43694535,3 Zimmer Wohnung mit Tageslichtbad und Balkon - Völkli...,"[['Wohnung', '•', 'Völklingen', 'Heidstock']]",['Balkon'],Miete zzgl. NK 500 €,Wohnfläche ca. 70 m²,Zi. 3,15,10
13,selObject_43658330,Renovierte Stadtwohnung an der Vauban-Insel,"[['Apartment', '•', 'Saarlouis', 'Saarlouis']]",[],Miete zzgl. NK 540 €,Wohnfläche ca. 62 m²,Zi. 2,15,10
14,selObject_43634400,***TOP-Wohnung: ideale Größe & Lage im EG eines MFH...,"[['Erdgeschosswohnung', '•', 'Saarbrücken', 'Gersweiler']]","['Balkon', 'Garten']",Miete zzgl. NK 525 €,Wohnfläche ca. 74 m²,Zi. 3,15,10
15,selObject_43623561,Mietwohnung in Dillingen GESUCHT! Wir suchen ab sofort...,"[['Etagenwohnung', '•', 'Dillingen', 'Dillingen']]",['EBK'],Preis Auf Anfrage,Wohnfläche ca. 90 m²,Zi. 4,15,10
16,selObject_43593462,Kirkel Ortsmitte - 4 ZKB im 1. OG mit Balkon,"[['Apartment', '•', 'Kirkel', 'Kirkel-Neuhäusel']]",[],Miete zzgl. NK 750 €,Wohnfläche ca. 140 m²,Zi. 4,15,10
17,selObject_43569991,Schöne möblierte Wohnung,"[['Wohnung', '•', 'Neunkirchen', 'Innenstadt']]",['EBK'],Miete zzgl. NK 650 €,Wohnfläche ca. 75 m²,Zi. 3,15,10
18,selObject_43501261,Gemütliche DG-Wohnung in SLS Fraulautern,"[['Dachgeschosswohnung', '•', 'Saarlouis', 'Fraulautern']]",['EBK'],Miete zzgl. NK 445 €,Wohnfläche ca. 70 m²,Zi. 2,15,10
19,selObject_43435610,Top-Apartment/Balkon/Stellpl. in SB-Am Homburg,"[['Etagenwohnung', '•', 'Saarbrücken', 'St', 'Johann']]",[],Miete zzgl. NK 280 €,Wohnfläche ca. 24 m²,Zi. 1,15,10
